Gss year for this respondent                       ;Fathers highest degree;Mothers highest degree;Respondents sex;Race of respondent;Number of persons in household;Respondents income;Total family income;Vote obama or mccain;Vote obama or romney;Rs highest degree;Age of respondent;Number of children;Respondent id number;Number of hours worked last week;Rs occupational prestige score  (1970);Govt or private employee;Travel time to work;Marital status;Fathers census occupation code (1970);Mothers census occupation code (1980);Number of brothers and sisters;Ballot used for interview
2018;Lt high school;High school;Female;Black;1;Not applicable;Not applicable;Not applicable;Not applicable;Bachelor;26;0;148;40;0;Government;Not applicable;Never married;Not applicable;Not applicable;1;Ballot b
2018;Don't know;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;28;0;149;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;3;Ballot a
2018;Lt high school;Bachelor;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;Graduate;59;2;150;40;0;Government;Not applicable;Separated;Not applicable;Not applicable;3;Ballot b
2018;Don't know;High school;Female;Black;3;Not applicable;Not applicable;Not applicable;No answer;Graduate;39;0;151;40;0;Government;Not applicable;Never married;Not applicable;Not applicable;3;Ballot c
2018;Lt high school;Lt high school;Female;Black;1;Not applicable;Not applicable;Not applicable;Obama;High school;77;4;152;Not applicable;0;Not applicable;Not applicable;Separated;Not applicable;Not applicable;9;Ballot c
2018;High school;High school;Female;Black;2;Not applicable;Not applicable;Not applicable;Obama;High school;35;1;153;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;3;Ballot b
2018;High school;Bachelor;Female;Other;2;Not applicable;Not applicable;Not applicable;Not applicable;Bachelor;46;4;154;40;0;Private;Not applicable;Separated;Not applicable;Not applicable;1;Ballot c
2018;Lt high school;Lt high school;Male;Other;2;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;57;0;155;32;0;Private;Not applicable;Never married;Not applicable;Not applicable;8;Ballot b
2018;Not applicable;Lt high school;Female;Other;5;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;35;4;156;40;0;Private;Not applicable;Married;Not applicable;Not applicable;13;Ballot c
2018;Lt high school;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;58;4;157;52;0;Private;Not applicable;Separated;Not applicable;Not applicable;7;Ballot a
2018;High school;Lt high school;Female;Other;5;Not applicable;Not applicable;Not applicable;Not applicable;High school;20;0;158;30;0;Government;Not applicable;Never married;Not applicable;Not applicable;3;Ballot a
2018;Lt high school;Lt high school;Female;Other;5;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;48;5;159;40;0;Private;Not applicable;Married;Not applicable;Not applicable;8;Ballot b
2018;Don't know;Lt high school;Female;White;3;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;51;3;160;50;0;Private;Not applicable;Separated;Not applicable;Not applicable;10;Ballot a
2018;Lt high school;High school;Female;Other;5;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;18;0;161;Not applicable;0;Not applicable;Not applicable;Never married;Not applicable;Not applicable;2;Ballot c
2018;High school;High school;Female;White;4;Not applicable;Not applicable;Not applicable;Not applicable;High school;18;0;162;Not applicable;0;Not applicable;Not applicable;Never married;Not applicable;Not applicable;2;Ballot b
2018;Not applicable;High school;Female;Other;4;Not applicable;Not applicable;Not applicable;Obama;High school;41;2;163;45;0;Private;Not applicable;Married;Not applicable;Not applicable;3;Ballot a
2018;Junior college;Lt high school;Female;Other;4;Not applicable;Not applicable;Not applicable;Not applicable;High school;51;2;164;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;4;Ballot c
2018;Lt high school;Lt high school;Female;White;5;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;41;4;165;Not applicable;0;Not applicable;Not applicable;Married;Not applicable;Not applicable;9;Ballot a
2018;High school;High school;Female;White;1;Not applicable;Not applicable;Not applicable;Obama;High school;71;1;166;Not applicable;0;Government;Not applicable;Never married;Not applicable;Not applicable;2;Ballot b
2018;Lt high school;Lt high school;Male;White;3;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;43;0;167;45;0;Private;Not applicable;Never married;Not applicable;Not applicable;4;Ballot c
2018;Bachelor;Lt high school;Male;Other;3;Not applicable;Not applicable;Not applicable;Not applicable;Bachelor;53;0;168;6;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot a
2018;Junior college;Junior college;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;Junior college;46;0;169;53;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;Not applicable;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;36;3;170;42;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot a
2018;High school;Not applicable;Male;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;19;0;171;45;0;Private;Not applicable;Never married;Not applicable;Not applicable;0;Ballot c
2018;High school;Lt high school;Male;Other;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;65;1;172;30;0;Private;Not applicable;Married;Not applicable;Not applicable;5;Ballot b
2018;Lt high school;Junior college;Female;White;1;Not applicable;Not applicable;Not applicable;Romney;High school;60;0;173;40;0;Private;Not applicable;Divorced;Not applicable;Not applicable;1;Ballot c
2018;High school;High school;Female;White;1;Not applicable;Not applicable;Not applicable;Obama;Bachelor;63;0;174;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot b
2018;High school;Junior college;Male;White;3;Not applicable;Not applicable;Not applicable;Obama;Graduate;36;2;175;60;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot c
2018;Graduate;High school;Female;Other;3;Not applicable;Not applicable;Not applicable;Not applicable;Bachelor;40;2;176;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;1;Ballot b
2018;Graduate;High school;Female;White;4;Not applicable;Not applicable;Not applicable;Obama;Graduate;42;3;177;40;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot a
2018;High school;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Didn't vote for president;High school;61;0;178;60;0;Private;Not applicable;Separated;Not applicable;Not applicable;5;Ballot c
2018;Bachelor;Bachelor;Male;Other;1;Not applicable;Not applicable;Not applicable;Obama;Bachelor;27;0;179;43;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot b
2018;Don't know;Lt high school;Male;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;52;1;180;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;5;Ballot a
2018;High school;High school;Female;Black;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;36;0;181;20;0;Private;Not applicable;Never married;Not applicable;Not applicable;10;Ballot c
2018;Not applicable;Lt high school;Female;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;74;4;182;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;3;Ballot b
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;Graduate;36;0;183;50;0;Private;Not applicable;Never married;Not applicable;Not applicable;3;Ballot a
2018;Graduate;Graduate;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;Graduate;34;0;184;50;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot b
2018;High school;Lt high school;Male;Other;1;Not applicable;Not applicable;Not applicable;Not applicable;Bachelor;46;1;185;72;0;Private;Not applicable;Divorced;Not applicable;Not applicable;1;Ballot a
2018;Bachelor;High school;Female;White;4;Not applicable;Not applicable;Not applicable;Not applicable;High school;21;0;186;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;Not applicable;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;72;3;187;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;6;Ballot b
2018;High school;Bachelor;Male;Other;2;Not applicable;Not applicable;Not applicable;Obama;Bachelor;46;2;188;60;0;Private;Not applicable;Married;Not applicable;Not applicable;5;Ballot a
2018;Bachelor;Graduate;Female;White;4;Not applicable;Not applicable;Not applicable;Not applicable;High school;21;0;189;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;High school;High school;Male;Other;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;46;1;190;60;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot b
2018;High school;High school;Male;Other;2;Not applicable;Not applicable;Not applicable;Romney;High school;53;3;191;60;0;Private;Not applicable;Divorced;Not applicable;Not applicable;4;Ballot c
2018;Not applicable;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;Graduate;74;4;192;Not applicable;0;Government;Not applicable;Widowed;Not applicable;Not applicable;1;Ballot c
2018;Lt high school;Lt high school;Male;White;3;Not applicable;Not applicable;Not applicable;Obama;Lt high school;70;1;193;Not applicable;0;Not applicable;Not applicable;Divorced;Not applicable;Not applicable;5;Ballot b
2018;High school;High school;Female;Other;3;Not applicable;Not applicable;Not applicable;Romney;Bachelor;36;1;194;40;0;Government;Not applicable;Married;Not applicable;Not applicable;1;Ballot a
2018;High school;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Romney;Lt high school;57;1;195;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;6;Ballot b
2018;Graduate;Bachelor;Male;White;1;Not applicable;Not applicable;Not applicable;Romney;Bachelor;60;0;196;45;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot a
2018;Lt high school;Lt high school;Female;Other;5;Not applicable;Not applicable;Not applicable;Romney;Lt high school;53;3;197;40;0;Private;Not applicable;Divorced;Not applicable;Not applicable;5;Ballot b
2018;Lt high school;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;69;4;198;35;0;No answer;Not applicable;Married;Not applicable;Not applicable;15;Ballot a
2018;Not applicable;Bachelor;Female;White;5;Not applicable;Not applicable;Not applicable;Obama;Bachelor;38;3;199;40;0;Government;Not applicable;Married;Not applicable;Not applicable;1;Ballot c
2018;Bachelor;High school;Female;White;4;Not applicable;Not applicable;Not applicable;Romney;High school;48;3;200;10;0;Don't know;Not applicable;Married;Not applicable;Not applicable;4;Ballot a
2018;Graduate;Bachelor;Male;Other;2;Not applicable;Not applicable;Not applicable;Not applicable;Bachelor;30;0;201;60;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot a
2018;Not applicable;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;29;0;202;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;5;Ballot a
2018;High school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;Bachelor;68;2;203;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot c
2018;High school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;64;5;204;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;3;Ballot a
2018;Lt high school;Lt high school;Male;Other;4;Not applicable;Not applicable;Not applicable;Not applicable;Graduate;43;2;205;Not applicable;0;Don't know;Not applicable;Married;Not applicable;Not applicable;1;Ballot c
2018;Don't know;Don't know;Female;White;1;Not applicable;Not applicable;Not applicable;No answer;High school;69;1;206;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;4;Ballot b
2018;Junior college;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;47;3;207;48;0;Private;Not applicable;Married;Not applicable;Not applicable;3;Ballot a
2018;High school;High school;Male;White;5;Not applicable;Not applicable;Not applicable;Romney;High school;57;2;208;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;5;Ballot b
2018;Not applicable;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;Graduate;50;0;209;40;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot c
2018;High school;Junior college;Female;Other;2;Not applicable;Not applicable;Not applicable;Obama;High school;25;0;210;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot b
2018;Not applicable;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;High school;75;2;211;Not applicable;0;Government;Not applicable;Divorced;Not applicable;Not applicable;2;Ballot c
2018;High school;Not applicable;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;46;2;212;54;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot b
2018;Don't know;Don't know;Female;White;1;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;77;2;213;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;2;Ballot a
2018;Not applicable;High school;Female;Black;6;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;18;0;214;Not applicable;0;Not applicable;Not applicable;Never married;Not applicable;Not applicable;2;Ballot b
2018;High school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;62;1;215;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;5;Ballot c
2018;Lt high school;Lt high school;Female;White;5;Not applicable;Not applicable;Not applicable;Obama;Junior college;30;2;216;30;0;Private;Not applicable;Married;Not applicable;Not applicable;5;Ballot a
2018;Lt high school;High school;Female;Other;3;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;70;1;217;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;9;Ballot c
